SRC	Qty	Score	Excess	STR
08420K000	1	0.813184845	0.0477	99
08453K000	3	0.8131756	0.4177	65
08429K000	14	0.813113057	0.2154	13
05435K000	11	0.812951356	0.4499	145
19436KC00	47	0.812755271	0.3613	3
40820K000	4	0.8125	0.1809	22
55606K000	4	0.812473088	0.1056	52
20518KB00	3	0.812376677	0.3413	3
09537KB10	89	0.812106252	0.2034	11
05340K000	13	0.811875947	0.3987	154
05611KF00	6	0.811661004	0.2932	7
10598KB00	7	0.81150821	0.3649	28
06475K100	7	0.811464111	0.1302	357
08977K000	9	0.811134904	1.5523	66
08457K000	13	0.810674813	0.1694	76
09547KA10	29	0.810580303	0.2037	8
12413K000	8	0.810511262	0.3888	16
08978K000	13	0.810053362	2.0578	46
55508KA00	33	0.809767644	0.1716	21
40500KA00	11	0.809455263	0.0254	6
08430K000	4	0.809396903	0.0336	21
55663K100	5	0.808778185	0.6306	286
08988K000	12	0.808727135	0.2242	166
09537KB10	88	0.80865639	0.2031	11
08473K000	4	0.807992454	0.2876	90
20518KC00	5	0.807878788	7.7152	2
45503KB00	35	0.807546039	1.5843	8
44602K000	9	0.807148179	0.031	113
87010K400	9	0.806992861	0.0513	641
34205K000	4	0.805813492	0.0526	259
09513KB00	23	0.805150617	0.664	48
03313K000	19	0.804788365	0.3562	97
09537KB10	87	0.804787242	0.1972	11
19436KC00	46	0.804453292	0.3557	3
05350K500	8	0.804235989	1.083	119
33837K100	21	0.803958333	7.5875	98
05435K000	10	0.803733874	0.4358	145
55508KA00	32	0.803294477	0.1732	21
77202K900	22	0.802270446	0.0792	4345
44655K000	11	0.80155841	0.0911	522
09537KB10	86	0.80067474	0.1906	11
05413K000	14	0.800474578	2.4008	53
40793K000	5	0.8	0.0	73
55889KC00	7	0.799247757	0.048	2
19713K000	8	0.799213391	0.2753	45
45413K000	10	0.799198878	0.5464	20
11485K000	5	0.799184844	0.0549	374
43547KA00	23	0.798944747	0.9095	7
27773K000	26	0.798836922	7.6358	2
01225K300	12	0.798742192	0.0748	600
01302K000	12	0.7981844	0.106	176
41710K000	1	0.797772011	2.3056	197
09537KB10	85	0.797601764	0.1803	11
45503KB00	34	0.797384454	1.5649	8
55508KA00	31	0.796878082	0.1558	21
77250K100	3	0.796393933	0.0	737
09547KA10	28	0.796321941	0.1901	8
05340K000	12	0.795643738	0.3524	154
08528KA00	23	0.795499794	0.0034	20
08457K000	12	0.795433508	0.1514	76
08978K000	12	0.795108571	1.8945	46
40510KE00	21	0.794578227	1.6189	4
12613K000	3	0.794535043	0.0021	25
55743K000	8	0.794075557	0.0784	160
19436KC00	45	0.794007649	0.34	3
09537KB10	84	0.793765561	0.1722	11
08988K000	11	0.79353603	0.1962	166
03396K000	2	0.793343137	0.2705	69
55883K000	10	0.793210702	0.1214	31
19883K000	9	0.792852448	0.1085	24
43057KC00	7	0.792592593	7.8202	15
09513KB00	22	0.792561549	0.651	48
44635K000	21	0.791818783	0.1329	534
08480K000	11	0.791480294	0.4833	70
01205K200	6	0.790701789	0.0566	392
08429K000	13	0.790522508	0.1928	13
55508KA00	30	0.790450369	0.151	21
27543KA00	1	0.79	7.5979	9
20518KB00	2	0.789902465	0.3032	3
11432K000	3	0.789634602	0.2205	130
34215K000	8	0.78955284	0.0919	193
09537KB10	83	0.789521071	0.171	11
33837K100	20	0.789331897	7.5817	98
37402K000	3	0.78928577	1.0898	244
27563KE00	2	0.789112903	7.5963	3
34225K000	1	0.788783069	2.3333	323
12567KK00	7	0.788772966	0.052	20
03313K000	18	0.788678183	0.3235	97
08977K000	8	0.788489209	1.4456	66
10598KB00	6	0.788186306	0.3388	28
33725K200	6	0.787969577	0.2333	311
05435K000	9	0.787871944	0.4123	145
05340K000	11	0.787795201	0.354	154
12413K000	7	0.787607676	0.3789	16
45503KB00	33	0.787378584	1.534	8
16503KB00	2	0.787223816	0.1617	2
40840K000	14	0.786842105	7.7346	107
72407K000	4	0.786539903	0.0422	64
33812K100	2	0.786363636	7.59	221
05611KA00	7	0.786054322	0.0	27
30702K000	6	0.785947205	0.0057	93
12223K000	8	0.785513102	0.0833	12
10567KG00	6	0.785074627	7.6298	21
40500KA00	10	0.784976013	0.0206	6
52410K000	4	0.784793871	0.0422	644
05350K500	7	0.784748213	1.0504	119
09537KB10	82	0.784601166	0.1656	11
05631KA00	13	0.784579439	0.4426	25
19436KA00	34	0.784243967	0.2997	2
08485K000	8	0.783908311	0.4549	72
19436KC00	44	0.78348064	0.3265	3
55508KA00	29	0.783170919	0.1398	21
01707K000	14	0.782736885	0.1	128
33712K200	4	0.78252595	0.0595	113
44315K000	9	0.782457081	0.2503	543
09547KA10	27	0.782040168	0.1767	8
03443K000	4	0.781810473	0.1772	149
09537KB10	81	0.78166822	0.1572	11
55433K000	2	0.78125	0.0883	266
27773K000	25	0.781096913	7.6265	2
01285K200	11	0.780909808	0.1025	399
08976K000	4	0.780769231	0.296	27
63312K000	7	0.780707815	0.1093	262
01285K300	14	0.780469156	0.0806	495
05413K000	13	0.779542045	2.3488	53
77202K900	21	0.779062952	0.0576	4345
43547KA00	22	0.778832016	0.8618	7
19402K000	4	0.778469498	0.2633	103
63302K000	2	0.778273614	0.3518	250
90376K000	12	0.777941176	0.3078	12
09537KB10	80	0.777865297	0.1543	11
19713K000	7	0.777838125	0.2474	45
55508KA00	28	0.777819101	0.141	21
09513KB00	21	0.777769143	0.6223	48
08457K000	11	0.777585955	0.1427	76
05435K000	8	0.777494729	0.3994	145
45503KB00	32	0.777154534	1.4949	8
08528KA00	22	0.77663001	0.0015	20
72007K000	10	0.776610497	0.047	83
08453K000	2	0.776092932	0.4245	65
06433K000	3	0.776061367	0.0853	173
01612K000	1	0.775574128	7.5082	138
10579KA00	11	0.775048481	7.5954	19
01808G200	3	0.775	0.0	186
19436KB00	74	0.774812609	0.2443	6
33837K100	19	0.77470546	7.5759	98
41737K100	17	0.774325953	0.0065	30
09537KB10	79	0.774243903	0.1465	11
09513KA00	4	0.774232565	0.1838	22
19436KC00	43	0.773338515	0.3175	3
05340K000	10	0.773142802	0.3368	154
08988K000	10	0.773037506	0.1772	166
08978K000	11	0.772917903	1.8305	46
19436KA00	33	0.772527033	0.2863	2
19601K000	1	0.772177966	2.2704	152
03313K000	17	0.771994329	0.3108	97
40510KE00	20	0.771099316	1.5224	4
09537KB10	78	0.770985505	0.1378	11
08977K000	7	0.770477368	1.3179	66
27583KA00	5	0.77038961	7.6393	4
55508KA00	27	0.770290437	0.1231	21
09547KA10	26	0.770209845	0.1546	8
06475K100	6	0.769798086	0.0913	357
19436KB00	73	0.76948881	0.2372	6
08567KA00	5	0.76921314	0.5083	6
27473K000	8	0.769201359	7.685	2
45413K000	9	0.769158351	0.522	20
47112K900	6	0.768422028	0.073	4561
08429K000	12	0.768245175	0.1611	13
19883K000	8	0.767755341	0.0827	24
40500KA00	9	0.767607123	0.018	6
20518KB00	1	0.767024914	0.2611	3
19476K000	8	0.76695767	0.3859	61
45503KB00	31	0.76686869	1.4566	8
09537KB10	77	0.766825451	0.1361	11
87312K900	10	0.766125054	0.1402	4291
33836K100	1	0.766072058	7.5589	78
12413K000	6	0.765529758	0.3413	16
09436K100	8	0.765349735	0.2054	44
09513KB00	20	0.765288352	0.6099	48
77202K900	20	0.765275831	0.0446	4345
63472K000	4	0.765102041	0.0	9
44635K000	20	0.764517007	0.1177	534
06492K000	7	0.764285714	0.1771	113
55508KA00	26	0.764157495	0.1208	21
08480K000	10	0.7641034	0.4565	70
05435K000	7	0.763870617	0.3842	145
19436KC00	42	0.763639485	0.3028	3
27773K000	24	0.763218018	7.6174	2
19436KB00	72	0.763205108	0.2281	6
08987K000	5	0.762941176	7.6146	63
02813K000	7	0.762858433	0.8135	41
09537KB10	76	0.762798384	0.1257	11
19463K000	26	0.761087854	0.4569	161
45423K000	1	0.761070627	0.0478	30
05350K500	6	0.761052273	0.9995	119
03817K000	4	0.760488095	0.0158	18
08457K000	10	0.760476253	0.1276	76
33837K100	18	0.760079023	7.5701	98
06333K000	8	0.760003289	0.0686	196
05340K000	9	0.759739199	0.2906	154
08528KA00	21	0.759603091	5.0E-4	20
19436KA00	32	0.759472294	0.2732	2
09537KB10	75	0.759391412	0.1172	11
09547KA10	25	0.759356589	0.1442	8
55606K000	3	0.759125252	0.0705	52
11485K000	4	0.759009983	0.0431	374
55743K000	7	0.758276103	0.056	160
16503KB00	1	0.758068307	0.1462	2
19463K000	25	0.757936617	0.4521	161
05413K000	12	0.757894615	2.2438	53
43547KA00	21	0.757617466	0.8237	7
55633K100	4	0.757510676	7.5806	156
31812K000	4	0.757386604	0.0125	188
31815K000	10	0.757236128	0.0031	508
19436KB00	71	0.75720187	0.2237	6
05611KF00	5	0.757108242	0.2268	7
08978K000	10	0.756721311	1.6956	46
01225K300	11	0.756580628	0.0602	600
45503KB00	30	0.756478433	1.4314	8
19713K000	6	0.756141449	0.2382	45
55508KA00	25	0.756036429	0.1055	21
03313K000	16	0.755979119	0.2829	97
10579KA00	10	0.755547027	7.5871	19
10579KE00	45	0.755300339	7.3078	34
08485K000	7	0.755248042	0.4034	72
09513KB00	19	0.75512632	0.584	48
09537KB10	74	0.754918607	0.1139	11
63365K000	5	0.754322356	0.1751	680
12567KK00	6	0.753700251	0.0305	20
19463K000	24	0.753565919	0.4403	161
19436KC00	41	0.753501788	0.2953	3
19476K000	7	0.753464825	0.3669	61
05435K000	6	0.752993912	0.3706	145
08988K000	9	0.752106157	0.1452	166
19436KB00	70	0.751872451	0.2152	6
44655K000	10	0.751514782	0.04	522
12567KE00	31	0.751472136	0.4781	21
14386K000	3	0.751347546	0.3159	26
40840K000	13	0.751315789	7.7196	107
09537KB10	73	0.751292735	0.108	11
40500KA00	8	0.750804603	0.0155	6
01302K000	11	0.750674863	0.0893	176
10579KE00	44	0.750216027	7.2305	34
30705K200	5	0.75	0.0114	279
10237KC00	3	0.75	0.0	2
19463K000	23	0.749984665	0.4327	161
27583KC00	2	0.749971158	7.6266	3
08473K000	3	0.749373871	0.2019	90
10233K000	1	0.749348923	0.0241	143
08976K000	3	0.749283201	0.2388	27
55508KA00	24	0.748741882	0.0969	21
06425K000	3	0.748679245	7.52	310
09547KA10	24	0.748490219	0.1217	8
27563KC00	1	0.747755102	7.6249	1
33857K100	3	0.747659171	0.0865	131
05631KA00	12	0.747318214	0.3952	25
08977K000	6	0.74729805	1.2061	66
10567KG00	5	0.747223919	7.6068	21
09537KB10	72	0.747159264	0.1021	11
05340K000	8	0.747090159	0.2808	154
31715K000	5	0.747056878	0.146	214
19436KA00	31	0.746503736	0.2569	2
45503KB00	29	0.746498242	1.3837	8
19463K000	22	0.746203114	0.4243	161
10598KB00	5	0.745897065	0.3055	28
19436KB00	69	0.745837246	0.2088	6
03396K000	1	0.745584347	0.2356	69
33837K100	17	0.745290948	7.5644	98
27773K000	23	0.745266138	7.6083	2
10579KE00	43	0.745006025	7.2121	34
05402K000	7	0.744803914	0.1551	126
08429K000	11	0.744576561	0.1466	13
37402K000	2	0.743942021	0.9789	244
40510KE00	19	0.743673036	1.4003	4
09537KB10	71	0.743346505	0.0939	11
27563KD00	1	0.743333333	7.5699	2
19463K000	21	0.743279266	0.422	161
87010K400	8	0.743215751	0.0305	641
19883K000	7	0.743158438	0.0813	24
08457K000	9	0.74312906	0.1053	76
19436KC00	40	0.743105244	0.2815	3
03443K000	3	0.743028668	0.1312	149
12413K000	5	0.742942873	0.2984	16
12567KE00	30	0.742856033	0.475	21
55849KC00	6	0.742797619	0.2482	11
08528KA00	20	0.742104122	1.0E-4	20
01205K200	5	0.7420119	0.0385	392
20518KC00	4	0.741818182	7.666	2
55508KA00	23	0.741785959	0.0929	21
55883K000	9	0.741187291	0.0914	31
77202K900	19	0.740717509	0.0423	4345
90882K000	6	0.740637601	0.0161	35
03313K000	15	0.740344918	0.2478	97
09513KB00	18	0.740107788	0.5578	48
05435K000	5	0.740083842	0.3502	145
19463K000	20	0.740016497	0.4219	161
19886K000	3	0.739927257	0.0942	36
10579KE00	42	0.739834701	7.0556	34
19436KB00	68	0.739500703	0.2007	6
09537KB10	70	0.739471909	0.0866	11
05350K500	5	0.738602721	0.9557	119
14373K000	4	0.738161018	0.4237	27
19476K000	6	0.73795665	0.3341	61
05413K000	11	0.737876696	2.1397	53
09632K100	4	0.737868852	7.5481	65
08480K000	9	0.737486592	0.3992	70
01285K300	13	0.73734564	0.0618	495
08978K000	9	0.737250554	1.5972	46
44635K000	19	0.737042328	0.1084	534
01707K000	13	0.736970889	0.0819	128
43547KA00	20	0.736669473	0.7731	7
14547K000	1	0.736664774	0.0307	42
19463K000	19	0.736329265	0.4058	161
45503KB00	28	0.736057362	1.3698	8
09537KB10	69	0.735867384	0.0815	11
10579KA00	9	0.735839528	7.5789	19
55508KA00	22	0.735180342	0.0815	21
12567KE00	29	0.734795679	0.4635	21
10579KE00	41	0.734672542	6.9984	34
19713K000	5	0.734487392	0.2325	45
44693K000	8	0.73438681	0.0	91
19436KB00	67	0.73396861	0.1916	6
10557KC00	204	0.733952342	0.8765	15
90376K000	11	0.733946078	0.2688	12
19436KC00	39	0.733911604	0.2701	3
05340K000	7	0.733900671	0.2594	154
01285K200	10	0.733886041	0.0793	399
09547KA10	23	0.733681727	0.1071	8
06600K000	3	0.733518793	0.0029	53
08988K000	8	0.733473235	0.1299	166
19436KA00	30	0.733119512	0.2469	2
08453K000	1	0.732892987	0.3835	65
19463K000	18	0.732674526	0.4065	161
10557KC00	203	0.732658986	0.8729	15
55733K000	2	0.732535211	7.5097	201
01623K000	4	0.732510233	0.263	65
31825K000	4	0.732399398	0.0125	558
10557KC00	202	0.731411014	0.8675	15
55633K100	3	0.731350863	7.5704	156
27583KC00	1	0.731032531	7.6162	3
55663K100	4	0.730926415	0.5521	286
63312K000	6	0.73085767	0.062	262
09537KB10	68	0.730564552	0.0746	11
33837K100	16	0.730502874	7.5588	98
45413K000	8	0.730374165	0.4926	20
10557KC00	201	0.729971778	0.8702	15
09513KB00	17	0.729817198	0.54	48
55423K000	4	0.729582905	0.0382	269
63302K000	1	0.729556535	0.3241	250
10579KE00	40	0.7294995	6.7632	34
19463K000	17	0.729464905	0.3951	161
44315K000	8	0.728824932	0.1861	543
10557KC00	200	0.728689236	0.8682	15
12567KE00	28	0.728416597	0.446	21
19436KB00	66	0.728204001	0.1869	6
08977K000	5	0.728199122	1.1087	66
05435K000	4	0.727847862	0.3418	145
10557KC00	199	0.727373574	0.8634	15
41737K100	16	0.727341437	0.0022	30
09537KB10	67	0.727149892	0.0697	11
27773K000	22	0.727051096	7.5994	2
34215K000	7	0.726883398	0.0544	193
10557KC00	198	0.726085416	0.865	15
55508KA00	21	0.726011919	0.0689	21
40500KA00	7	0.725919336	0.0109	6
10557KB00	67	0.725906557	0.6419	2
03313K000	14	0.725417457	0.2237	97
45503KB00	27	0.725300686	1.3157	8
14373K000	3	0.724994303	0.4133	27
19463K000	16	0.724912467	0.3917	161
10557KC00	197	0.72476971	0.8565	15
01655X000	3	0.724528796	0.2946	432
06465K100	9	0.724287174	0.1748	319
10579KE00	39	0.724276836	6.779	34
08429K000	10	0.72412645	0.1135	13
08528KA00	19	0.723771453	0.0	20
08485K000	6	0.723672968	0.3513	72
10557KC00	196	0.723437712	0.8552	15
11485K000	3	0.723277703	0.0384	374
08457K000	8	0.723178805	0.0987	76
19436KC00	38	0.722871324	0.256	3
05473K000	9	0.722402597	1.0202	182
44602K000	8	0.722401489	0.0238	113
10557KC00	195	0.722165694	0.8539	15
09537KB10	66	0.72199955	0.0607	11
19402K000	3	0.721959128	0.1963	103
19436KB00	65	0.72187945	0.1787	6
05340K000	6	0.721765133	0.2271	154
19883K000	6	0.72160188	0.0722	24
19463K000	15	0.721076022	0.3848	161
19476K000	5	0.721038185	0.3176	61
10557KC00	194	0.720860896	0.8546	15
10557KB00	66	0.720815794	0.6449	2
55508KA00	20	0.719967932	0.0647	21
19436KA00	29	0.719889453	0.23	2
55643K200	6	0.719878361	0.6581	161
12567KB00	2	0.719569812	0.0137	9
10598KB00	4	0.719547587	0.2538	28
10557KC00	193	0.719512727	0.8551	15
12567KE00	27	0.71938489	0.4363	21
10579KE00	38	0.719032495	6.7621	34
12413K000	4	0.718801914	0.2713	16
09547KA10	22	0.718691857	0.0908	8
43057KC00	6	0.718518519	7.7518	15
19463K000	14	0.718390578	0.3799	161
10557KC00	192	0.718229521	0.8465	15
09537KB10	65	0.71807046	0.0548	11
07815K100	3	0.717797619	0.0196	816
08978K000	8	0.717783133	1.5228	46
01225K300	10	0.717775521	0.0487	600
10557KC00	191	0.716903158	0.8406	15
05413K000	10	0.716758446	1.9994	53
09513KB00	16	0.716746434	0.5111	48
19436KB00	64	0.716342892	0.1714	6
40510KE00	18	0.716246756	1.3694	4
10579KA00	8	0.715925986	7.571	19
40840K000	12	0.715789474	7.7046	107
05350K500	4	0.715678923	0.8783	119
10557KC00	190	0.715643099	0.8419	15
10557KB00	65	0.715588497	0.6352	2
33837K100	15	0.715553161	7.5533	98
43547KA00	19	0.715544384	0.7024	7
45503KB00	26	0.715493398	1.2911	8
55743K000	6	0.715378886	0.0389	160
02813K000	6	0.715253632	0.685	41
19463K000	13	0.714738058	0.3739	161
10557KC00	189	0.71430187	0.8422	15
10579KE00	37	0.713797504	6.6105	34
12567KK00	5	0.713771301	0.0272	20
09537KB10	64	0.713235983	0.0488	11
10557KC00	188	0.712907668	0.8365	15
05435K000	3	0.712814055	0.3083	145
19713K000	4	0.712656005	0.2242	45
19436KC00	37	0.7126167	0.2463	3
01205K200	4	0.712086453	0.0303	392
40500KA00	6	0.71188085	0.009	6
10557KC00	187	0.711625285	0.8333	15
12567KE00	26	0.711593558	0.431	21
08480K000	8	0.711443705	0.3543	70
63702K000	3	0.71125	0.0801	354
14373K000	2	0.711005306	0.405	27
77202K900	18	0.710823854	0.0298	4345
19463K000	12	0.710740529	0.3657	161
44635K000	18	0.710573885	0.0916	534
10557KB00	64	0.710513551	0.626	2
08976K000	2	0.710286928	0.2149	27
10557KC00	186	0.710284567	0.8371	15
55508KA00	19	0.710282704	0.0584	21
05631KA00	11	0.710192572	0.3368	25
27583KA00	4	0.71012987	7.6065	4
19436KB00	63	0.710127684	0.1634	6
01302K000	10	0.710106189	0.0673	176
03313K000	13	0.709967118	0.2053	97
55606K000	2	0.709415491	0.0565	52
87312K900	9	0.709273618	0.1011	4291
27473K000	7	0.709048428	7.6457	2
08567KA00	4	0.708995416	0.4241	6
10557KC00	185	0.70897031	0.8272	15
08988K000	7	0.708748962	0.0973	166
27773K000	21	0.708694525	7.5908	2
10579KE00	36	0.708560375	6.5789	34
08977K000	4	0.708485456	0.9888	66
09513KA00	3	0.70831629	0.1335	22
72007K000	9	0.708069956	0.0301	83
10567KG00	4	0.708065255	7.585	21
10557KC00	184	0.707656008	0.8298	15
05340K000	5	0.707636859	0.1973	154
19463K000	11	0.707281036	0.3695	161
19476K000	4	0.707249034	0.29	61
19436KA00	28	0.707173681	0.2167	2
09537KB10	63	0.70697795	0.0429	11
10557KC00	183	0.706299763	0.8215	15
12223K000	7	0.705650606	0.0501	12
05402K000	6	0.705399352	0.1173	126
10557KB00	63	0.705358684	0.6145	2
55633K100	2	0.705280412	7.5602	156
14386K000	2	0.705159211	0.2775	26
10557KC00	182	0.705032539	0.8233	15
09547KA10	21	0.704975591	0.0673	8
45503KB00	25	0.704514743	1.2595	8
19436KB00	62	0.704250539	0.1556	6
08528KA00	18	0.704080727	0.0	20
19463K000	10	0.704043341	0.3656	161
10557KC00	181	0.703650255	0.8178	15
12567KE00	25	0.70338875	0.4253	21
10579KE00	35	0.703326228	6.5244	34
09513KB00	15	0.703163413	0.5116	48
09537KB10	62	0.703020548	0.0395	11
19436KC00	36	0.70260255	0.2309	3
08457K000	7	0.702425528	0.0713	76
10557KC00	180	0.702320354	0.8171	15
10557KA00	22	0.702252049	0.4205	29
55508KA00	18	0.702207128	0.0507	21
08429K000	9	0.701747244	0.0966	13
10557KC00	179	0.701031673	0.8145	15
05435K000	2	0.70090436	0.2998	145
33837K100	14	0.700603448	7.5478	98
19883K000	5	0.700415409	0.0631	24
10557KB00	62	0.699998763	0.6017	2
19463K000	9	0.699968477	0.3664	161
10557KC00	178	0.699691365	0.8138	15
19436KB00	61	0.698970364	0.1448	6
10557KC00	177	0.698356336	0.8107	15
14373K000	1	0.698345292	0.4109	27
10579KE00	34	0.698120417	6.3583	34
03433K000	8	0.697967599	7.5091	100
09436K100	7	0.697410302	0.1329	44
06475K100	5	0.697332694	0.0589	357
03323K000	5	0.697207892	0.0351	71
10557KC00	176	0.697057072	0.8094	15
19463K000	8	0.69650253	0.3666	161
10598KA00	4	0.696331818	0.3994	28
05340K000	4	0.696207609	0.1776	154
10579KA00	7	0.696012443	7.5631	19
12567KE00	24	0.695777805	0.4061	21
10557KC00	175	0.69573731	0.806	15
05611KF00	4	0.695373697	0.1932	7
03313K000	12	0.695324268	0.1914	97
43547KA00	18	0.695231433	0.6566	7
12413K000	3	0.695155065	0.2325	16
10557KB00	61	0.694856288	0.5956	2
05413K000	9	0.694854055	1.9289	53
09537KB10	61	0.694739564	0.0348	11
10557KC00	174	0.694387067	0.8031	15
45503KB00	24	0.694011743	1.2116	8
19436KA00	27	0.693954453	0.2002	2
01285K300	12	0.693868202	0.0471	495
03492K000	3	0.693815276	0.1672	74
55508KA00	17	0.693536978	0.0434	21
08485K000	5	0.69347446	0.3149	72
10557KC00	173	0.693097695	0.8	15
10579KE00	33	0.692827872	6.2824	34
45413K000	7	0.69282754	0.4689	20
19436KB00	60	0.692716923	0.1392	6
19463K000	7	0.692651943	0.3646	161
37402K000	1	0.692303751	0.9113	244
19436KC00	35	0.691998427	0.2164	3
10557KC00	172	0.691767708	0.8008	15
08978K000	7	0.691683835	1.3779	46
55889KD00	5	0.691429507	0.009	13
06333K000	7	0.69141735	0.0359	196
05350K500	3	0.690882756	0.8614	119
09537KB10	60	0.690840509	0.032	11
10557KC00	171	0.690447847	0.801	15
05473K000	8	0.690422078	0.9446	182
27773K000	20	0.690393668	7.5821	2
19713K000	3	0.690268331	0.2121	45
90376K000	10	0.68995098	0.2432	12
40500KA00	5	0.689901854	0.0061	6
09513KB00	14	0.689826959	0.4852	48
10557KB00	60	0.689804145	0.5872	2
19463K000	6	0.68922045	0.3642	161
01707K000	12	0.689114946	0.0648	128
10557KC00	170	0.68909787	0.795	15
40510KE00	17	0.688820477	1.2717	4
05435K000	1	0.688602334	0.2925	145
19476K000	3	0.688380635	0.2897	61
63365K100	4	0.688207	0.0939	677
12567KE00	23	0.687946944	0.4008	21
09547KA10	20	0.687811557	0.0516	8
10557KC00	169	0.687763108	0.7885	15
10579KE00	32	0.687638466	6.1768	34
10557KA00	21	0.686916819	0.397	29
55889KE00	5	0.686809798	0.0086	6
10557KC00	168	0.68647807	0.7878	15
01605K100	3	0.686421103	0.0182	168
19436KB00	59	0.686414874	0.1295	6
19463K000	5	0.686343376	0.3619	161
08528KA00	17	0.686283956	0.0	20
09537KB10	59	0.686283531	0.0313	11
01285K200	9	0.686138395	0.0633	399
55508KA00	16	0.685957391	0.0355	21
33837K100	13	0.685492098	7.5425	98
08480K000	7	0.685335005	0.3292	70
77202K900	17	0.685264348	0.0238	4345
10557KC00	167	0.685153127	0.7863	15
10557KB00	59	0.684665561	0.5804	2
01225K300	9	0.684188735	0.0391	600
06465K100	8	0.683858971	0.1342	319
10557KC00	166	0.683813336	0.7876	15
10598KB00	3	0.68367388	0.2254	28
45503KB00	23	0.683561489	1.1875	8
31815K000	9	0.683150548	6.0E-4	508
19463K000	4	0.682525826	0.3595	161
10557KC00	165	0.682463941	0.7795	15
10579KE00	31	0.682377956	6.1377	34
08977K000	3	0.682076702	0.8246	66
19883K000	4	0.68204254	0.0567	24
44635K000	17	0.681954082	0.0768	534
01825G000	3	0.681772487	0.0141	693
19436KC00	34	0.681290096	0.2083	3
10557KC00	164	0.681129434	0.7791	15
19436KB00	58	0.6810703	0.1234	6
87010K400	7	0.6810018	0.0155	641
06433K000	2	0.680992092	0.0489	173
03313K000	11	0.680821428	0.1591	97
47112K900	5	0.680557209	0.0415	4561
19436KA00	26	0.680511083	0.1869	2
40840K000	11	0.680263158	7.6896	107
55889KC00	6	0.680150247	0.0233	2
10557KC00	163	0.679882906	0.7749	15
55883K000	8	0.67978888	0.0676	31
12567KE00	22	0.679780096	0.382	21
09537KB10	58	0.679528034	0.0285	11
10557KB00	58	0.679375801	0.5599	2
55633K100	1	0.679347028	7.5501	156
19463K000	3	0.679256912	0.3565	161
06492K000	6	0.678571429	0.129	113
08457K000	6	0.678480364	0.0556	76
10557KC00	162	0.678475115	0.7759	15
53615K300	1	0.678220031	0.1219	112
05340K000	3	0.677811822	0.153	154
10557KC00	161	0.677179159	0.7695	15
10579KE00	30	0.677176061	6.0808	34
41737K100	15	0.677142635	0.0027	30
27563KE00	1	0.677016129	7.5516	3
08640K000	1	0.676876424	0.0	175
55508KA00	15	0.67612077	0.0338	21
10579KA00	6	0.675892857	7.5554	19
10557KC00	160	0.675849339	0.7686	15
09513KB00	13	0.675600644	0.4697	48
08988K000	6	0.675589121	0.077	166
19463K000	2	0.67512266	0.3549	161
20518KC00	3	0.674981061	7.627	2
12567KK00	4	0.674917727	0.0234	20
