SRC	Qty	Score	Excess	STR
19476K000	2	0.67483509	0.2759	61
03443K000	2	0.674820789	0.0926	149
11485K000	2	0.674742485	0.0238	374
19436KB00	57	0.674690717	0.1144	6
06425K000	2	0.674557266	7.5091	310
10557KC00	159	0.674480965	0.7682	15
10557KB00	57	0.674196464	0.5522	2
09537KB10	57	0.674083569	0.0263	11
09547KA10	19	0.674031223	0.038	8
43547KA00	17	0.673617401	0.6091	7
45503KB00	22	0.673165892	1.16	8
10557KC00	158	0.673132022	0.7672	15
05413K000	8	0.672669133	1.8788	53
40500KA00	4	0.672594889	0.0034	6
55743K000	5	0.672548445	0.026	160
41736K100	4	0.672466931	0.0804	96
10557KA00	20	0.672132086	0.3762	29
27773K000	19	0.671980467	7.5736	2
10579KE00	29	0.671950621	5.9431	34
19463K000	1	0.671889246	0.3616	161
10557KC00	157	0.671821163	0.7603	15
12567KE00	21	0.671473066	0.3766	21
19436KC00	33	0.671204371	0.1942	3
05631KA00	10	0.670953957	0.2704	25
10567KG00	3	0.670931738	7.5656	21
08976K000	1	0.670501514	0.2119	27
10557KC00	156	0.67045325	0.7589	15
33837K100	12	0.670380747	7.5372	98
08429K000	8	0.669892326	0.0725	13
44315K000	7	0.669466256	0.1265	543
10557KC00	155	0.669127983	0.7626	15
10557KB00	56	0.669043638	0.5427	2
30702K000	5	0.668483791	0.0	93
09537KB10	56	0.668449272	0.0226	11
19436KB00	56	0.668442846	0.1049	6
08978K000	6	0.66825166	1.3075	46
19713K000	2	0.667975018	0.1975	45
10557KC00	154	0.667751177	0.7543	15
10527KC00	12	0.667554462	0.3753	52
19436KA00	25	0.667494058	0.1771	2
01302K000	9	0.667465431	0.0464	176
55889KB00	3	0.667302532	0.0171	39
10579KE00	28	0.666598791	5.9103	34
05350K500	2	0.666537808	0.8365	119
10557KC00	153	0.666453781	0.75	15
55508KA00	14	0.666161407	0.0301	21
44655K000	9	0.665926622	0.0292	522
09513KB00	12	0.665786146	0.4403	48
19402K000	2	0.665254591	0.1693	103
45607K000	1	0.665178571	7.5105	15
19882K000	2	0.665178571	7.5082	46
34645K300	1	0.665178571	7.5082	288
43713K000	2	0.665178571	7.5082	50
37800K000	2	0.665178571	0.0	262
10557KC00	152	0.665166072	0.756	15
08528KA00	16	0.664771649	0.0	20
34215K000	6	0.664329031	0.0216	193
33725K200	5	0.664179894	0.1479	311
12413K000	2	0.663965523	0.1832	16
55889KA00	3	0.66393613	0.0118	18
10557KC00	151	0.663788833	0.7457	15
08485K000	4	0.663760408	0.2757	72
10557KB00	55	0.663712593	0.5393	2
09537KB10	55	0.663514183	0.0214	11
12567KE00	20	0.663398449	0.3647	21
08430K000	3	0.663369141	0.0091	21
45503KB00	21	0.662978058	1.1164	8
10433K000	2	0.662925766	0.0335	128
10473K200	4	0.662667128	0.0225	241
19436KB00	55	0.662633714	0.0954	6
02813K000	5	0.662535754	0.618	41
10504KD00	2	0.6625	9.7664	33
10557KC00	150	0.662449314	0.7469	15
45413K000	6	0.661754774	0.4454	20
40510KE00	16	0.661394197	1.1743	4
10579KE00	27	0.66134511	5.6951	34
08473K000	2	0.661185561	0.1347	90
10557KC00	149	0.661091329	0.7434	15
19476K000	1	0.660547111	0.274	61
19436KC00	32	0.660345124	0.1811	3
03313K000	10	0.66032942	0.1232	97
19883K000	3	0.660224689	0.0486	24
05340K000	2	0.660179048	0.115	154
55643K200	5	0.660051216	0.5297	161
10527KC00	11	0.659817139	0.3576	52
10557KC00	148	0.659747305	0.741	15
05402K000	5	0.65969033	0.087	126
14386K000	1	0.659673539	0.2556	26
55508KA00	13	0.658944074	0.027	21
10557KB00	54	0.65862111	0.5278	2
05473K000	7	0.658441558	0.8577	182
10557KC00	147	0.658439959	0.7358	15
01205K200	3	0.658409936	0.0153	392
10557KC00	146	0.657086672	0.7342	15
10557KA00	19	0.65660608	0.3512	29
87312K900	8	0.656591106	0.079	4291
08480K000	6	0.656272707	0.2573	70
10579KE00	26	0.656086223	5.6851	34
10557KC00	145	0.655779172	0.7325	15
10579KA00	5	0.655773271	7.5477	19
09537KB10	54	0.65568154	0.0181	11
19436KB00	54	0.655581455	0.0854	6
19886K000	2	0.655558147	0.0547	36
12567KE00	19	0.655538366	0.3562	21
05641KB00	9	0.65535805	7.6088	12
08457K000	5	0.655287985	0.0473	76
33837K100	11	0.655107759	7.5321	98
05611KA00	6	0.655045268	0.0	27
55606K000	1	0.654774987	0.0445	52
44635K000	16	0.65460223	0.0606	534
10557KC00	144	0.654385111	0.7281	15
63365K000	4	0.654295524	0.1202	680
63312K000	5	0.654277479	0.047	262
19436KA00	24	0.653540875	0.1595	2
10557KB00	53	0.653271119	0.5178	2
27773K000	18	0.653209232	7.5651	2
10557KC00	143	0.653059167	0.7267	15
77202K900	16	0.652655871	0.0192	4345
05413K000	7	0.652609497	1.8092	53
55663K100	3	0.652479698	0.4673	286
43547KA00	16	0.652274206	0.5561	7
45503KB00	20	0.65203443	1.0751	8
09547KA10	18	0.651921203	0.0299	8
10557KC00	142	0.651715231	0.7268	15
08977K000	2	0.651205433	0.7106	66
10527KC00	10	0.650928769	0.3508	52
55508KA00	12	0.650869918	0.0229	21
10579KE00	25	0.650776234	5.6134	34
19436KB00	53	0.650762728	0.0752	6
09513KB00	11	0.650633028	0.4286	48
09537KB10	53	0.650569744	0.0146	11
55849KC00	5	0.650383598	0.1367	11
10557KC00	141	0.650362461	0.7226	15
19436KC00	31	0.649958678	0.1685	3
06475K100	4	0.649787236	0.0319	357
10557KC00	140	0.649030632	0.7235	15
08988K000	5	0.648550488	0.0614	166
10557KB00	52	0.648363119	0.5145	2
40500KA00	3	0.647835025	2.0E-4	6
27583KA00	3	0.647727273	7.5758	4
10557KC00	139	0.647676558	0.7152	15
12567KE00	18	0.6475473	0.3424	21
27473K000	6	0.647493628	7.6079	2
05340K000	1	0.646647546	0.1163	154
10557KC00	138	0.64630052	0.7148	15
90376K000	9	0.645955882	0.2125	12
10579KE00	24	0.645483073	5.6025	34
10598KB00	2	0.645060094	0.1877	28
08567KA00	3	0.64499618	0.3075	6
10557KC00	137	0.644950901	0.7139	15
19713K000	1	0.64492544	0.182	45
40840K000	10	0.644736842	7.6746	107
09537KB10	52	0.644660217	0.0141	11
08528KA00	15	0.644657037	0.0	20
19436KB00	52	0.644512218	0.0667	6
01285K300	11	0.643848255	0.0317	495
10557KC00	136	0.643649508	0.7157	15
05350K500	1	0.64363592	0.8237	119
43057KC00	5	0.643518519	7.6844	15
08978K000	5	0.64286894	1.1572	46
08429K000	7	0.642817816	0.0483	13
10557KB00	51	0.642755563	0.4948	2
10527KC00	9	0.642675211	0.3361	52
44602K000	7	0.642559376	0.011	113
06465K100	7	0.642558001	0.0934	319
55508KA00	11	0.642381496	0.0223	21
10557KC00	135	0.64226026	0.7081	15
12623K000	1	0.64219086	7.6146	22
01707K000	11	0.641603947	0.0496	128
10557KA00	18	0.641243678	0.3259	29
12423K000	3	0.640909091	0.0	12
10557KC00	134	0.6408803	0.7055	15
45503KB00	19	0.640806451	1.0728	8
12567KK00	3	0.64053796	0.0107	20
19436KA00	23	0.640363327	0.1445	2
10579KE00	23	0.640244479	5.4451	34
03313K000	9	0.6399424	0.0892	97
33837K100	10	0.639673132	7.5271	98
05641KB00	8	0.639626714	7.6004	12
10527KA00	3	0.639583839	0.3141	20
10557KC00	133	0.639569418	0.7044	15
11485K000	1	0.639146806	0.017	374
55508KA00	10	0.638818562	0.025	21
30815K300	3	0.638793103	0.0833	184
09513KA00	2	0.638724221	0.0926	22
19436KC00	30	0.638614817	0.1554	3
09537KB10	51	0.638300872	0.0115	11
12567KE00	17	0.638231881	0.3259	21
10557KC00	132	0.638176638	0.7023	15
12413K000	1	0.637961538	0.1763	16
10527KC00	8	0.637651508	0.3181	52
10557KB00	50	0.637524236	0.4908	2
08457K000	4	0.637396929	0.0406	76
19436KB00	51	0.637374628	0.0556	6
72007K000	8	0.637049139	0.0142	83
10557KC00	131	0.636822658	0.6959	15
44693K000	7	0.636655329	0.0	91
01225K300	8	0.6364969	0.0269	600
10557KC00	130	0.635489887	0.6974	15
10579KA00	4	0.635447641	7.5402	19
10447K000	10	0.634958535	0.4123	101
10579KE00	22	0.634888536	5.3591	34
09513KB00	10	0.634712787	0.4102	48
08987K000	4	0.634705882	7.6146	63
27773K000	17	0.634641283	7.5568	2
19883K000	2	0.634389388	0.0404	24
10557KC00	129	0.634114697	0.6957	15
03433K000	7	0.634071741	7.5089	100
40510KE00	15	0.633967917	1.1215	4
10557KC00	128	0.632760717	0.6941	15
08485K000	3	0.632243896	0.2354	72
10557KB00	49	0.632088011	0.485	2
19436KB00	50	0.632037022	0.0457	6
09547KA10	17	0.631837525	0.0203	8
05631KA00	9	0.63181798	0.2252	25
12567KE00	16	0.631593476	0.3279	21
10557KC00	127	0.631398409	0.6897	15
12613K000	2	0.631245888	0.0	25
10567KG00	2	0.631237498	7.5473	21
55508KA00	9	0.631054777	0.0223	21
43547KA00	15	0.630967483	0.5146	7
09537KB10	50	0.630902438	0.0103	11
45503KB00	18	0.630586012	1.0103	8
08480K000	5	0.630520429	0.237	70
10557KC00	126	0.630081965	0.6907	15
05413K000	6	0.62952455	1.6799	53
10579KE00	21	0.629507347	5.2245	34
41737K100	14	0.62943344	5.0E-4	30
10557KC00	125	0.628715355	0.6879	15
10527KC00	7	0.628214618	0.2964	52
90882K000	5	0.627993952	0.0	35
10557KC00	124	0.627369587	0.6829	15
10557KB00	48	0.627155704	0.4703	2
08528KA00	14	0.626758313	0.0	20
09537KB10	49	0.626267957	0.0086	11
01285K200	8	0.626184545	0.046	399
19436KB00	49	0.626177643	0.0358	6
10557KC00	123	0.626023767	0.6757	15
19436KC00	29	0.625957043	0.1449	3
08977K000	1	0.625756582	0.6768	66
05473K000	6	0.625703463	0.7861	182
10557KA00	17	0.625347399	0.3091	29
40820K000	3	0.625	0.0859	22
30715R200	3	0.625	0.0811	214
30705K200	4	0.625	0.0	279
45413K000	5	0.624861494	0.4178	20
19436KA00	22	0.624807151	0.1307	2
01205K200	2	0.624806787	0.0084	392
44635K000	15	0.624806122	0.0439	534
10557KC00	122	0.624649091	0.6805	15
40500KA00	2	0.624563745	1.0E-4	6
33837K100	9	0.624238506	7.5221	98
10579KE00	20	0.624198618	5.154	34
55743K000	4	0.623971681	0.0128	160
05641KB00	7	0.623895378	7.5921	12
09513KB00	9	0.623381718	0.3842	48
10557KC00	121	0.623311402	0.6722	15
77202K900	15	0.622811694	0.0161	4345
05611KF00	3	0.622650807	0.1515	7
31815K000	8	0.622596494	0.0012	508
10557KC00	120	0.621908756	0.6722	15
12567KE00	15	0.621890201	0.3085	21
10557KB00	47	0.621667984	0.464	2
03313K000	8	0.621598571	0.0717	97
55508KA00	8	0.620713025	0.0211	21
10557KC00	119	0.620558862	0.6702	15
06333K000	6	0.620272058	0.0143	196
45503KB00	17	0.619888695	1.001	8
10557KC00	118	0.619261219	0.6701	15
09537KB10	48	0.619119943	0.0068	11
10579KE00	19	0.618849036	5.1195	34
55559KA00	6	0.618709314	0.3574	21
44601K000	2	0.618644068	0.0	252
55883K000	7	0.618390468	0.042	31
19436KB00	48	0.618103906	0.031	6
10557KC00	117	0.61788291	0.6679	15
10527KC00	6	0.616675489	0.2815	52
05653K000	2	0.616666667	7.6265	35
08978K000	4	0.616643273	1.0585	46
10557KC00	116	0.616548861	0.6614	15
02813K000	4	0.61647123	0.5172	41
12223K000	6	0.616470488	0.0229	12
10557KB00	46	0.616442389	0.4546	2
06615K000	3	0.61579034	0.0	476
27773K000	16	0.615490454	7.5487	2
10557KC00	115	0.615166874	0.6583	15
10579KA00	3	0.61512201	7.5327	19
09436K100	6	0.614490107	0.0858	44
55508KA00	7	0.614346609	0.0218	21
12567KE00	14	0.614184768	0.2913	21
01623K000	3	0.613937828	0.1592	65
10557KC00	114	0.613824695	0.6557	15
10579KE00	18	0.61350532	5.0244	34
10527KA00	2	0.612988904	0.3049	20
06433K000	1	0.612794912	0.029	173
01302K000	8	0.612766897	0.0301	176
19436KC00	28	0.612766286	0.1378	3
10557KC00	113	0.61247062	0.6562	15
08457K000	3	0.612049737	0.0318	76
09537KB10	47	0.611910758	0.0064	11
12567KK00	2	0.611398438	0.0169	20
08429K000	6	0.611308525	0.0339	13
19436KA00	21	0.611207072	0.1173	2
10557KB00	45	0.611168268	0.4495	2
10557KC00	112	0.611112631	0.6534	15
10598KB00	1	0.610335834	0.1361	28
43547KA00	14	0.609957436	0.4766	7
03443K000	1	0.609908531	0.0692	149
10557KC00	111	0.609766372	0.6473	15
19883K000	1	0.609712016	0.0342	24
10557KA00	16	0.609623042	0.2862	29
40840K000	9	0.609210526	7.6596	107
05413K000	5	0.609121824	1.5562	53
45503KB00	16	0.60909326	0.955	8
05330K310	12	0.609007782	0.1224	150
33837K100	8	0.608642241	7.5172	98
10557KC00	110	0.608389072	0.6412	15
10598KA00	3	0.608306019	0.2898	28
19436KB00	47	0.608187765	0.025	6
05641KB00	6	0.608164043	7.5837	12
10579KE00	17	0.608159134	4.8791	34
09513KB00	8	0.608153246	0.373	48
08528KA00	13	0.607832573	0.0	20
10527KC00	5	0.607196935	0.265	52
09547KA10	16	0.607153436	0.0161	8
10557KC00	109	0.607031263	0.6443	15
20518KC00	2	0.606587753	7.5857	2
40510KE00	14	0.606541637	1.0415	4
10557KB00	44	0.605888762	0.4428	2
10557KC00	108	0.605666517	0.6432	15
08473K000	1	0.605506336	0.1055	90
55508KA00	6	0.605170918	0.0214	21
08988K000	4	0.605159705	0.0406	166
09537KB10	46	0.605121798	0.0058	11
19402K000	1	0.604465097	0.1386	103
10557KC00	107	0.604332318	0.6389	15
87010K400	6	0.604311594	0.004	641
12567KE00	13	0.604297342	0.2848	21
43027KB00	5	0.603888889	7.538	15
43027KC00	5	0.603888889	7.538	15
10557KC00	106	0.602925595	0.6342	15
05663K000	7	0.602866541	7.5099	31
10579KE00	16	0.602787146	4.8024	34
08485K000	2	0.601993435	0.2093	72
90376K000	8	0.601960784	0.1815	12
09632K100	3	0.601885246	7.5082	65
10557KC00	105	0.601579647	0.6313	15
10557KB00	43	0.600699956	0.4278	2
19436KC00	27	0.60040205	0.1242	3
10447K000	9	0.600344453	0.3343	101
10527KC00	4	0.600308929	0.2603	52
10557KC00	104	0.600210978	0.632	15
40793K000	4	0.6	0.0	73
19436KB00	46	0.599765071	0.0196	6
40500KA00	1	0.599423115	1.0E-4	6
47112K900	4	0.599261396	0.0175	4561
01225K300	7	0.598962832	0.0188	600
77202K900	14	0.598885558	0.0088	4345
10557KC00	103	0.598846058	0.6307	15
44635K000	14	0.598796863	0.0266	534
45503KB00	15	0.598593005	0.9078	8
09537KB10	45	0.598567474	0.0043	11
55508KA00	5	0.598308245	0.0209	21
05402K000	4	0.597924932	0.0515	126
10557KC00	102	0.597481106	0.6268	15
10579KE00	15	0.597456946	4.7146	34
12567KE00	12	0.597153489	0.2714	21
55643K200	4	0.597055058	0.403	161
44315K000	6	0.596847781	0.0769	543
08988K000	3	0.596778947	0.0386	166
01285K300	10	0.596759535	0.0195	495
19436KA00	20	0.59668958	0.1024	2
06465K100	6	0.596604594	0.0541	319
27773K000	15	0.59651179	7.5407	2
10557KC00	101	0.596071812	0.6234	15
08480K000	4	0.595991495	0.2024	70
10557KB00	42	0.595002119	0.4192	2
05330K310	11	0.594934279	0.098	150
09513KB00	7	0.594777369	0.3465	48
10557KC00	100	0.594710606	0.6237	15
10579KA00	2	0.594590336	7.5254	19
10557KA00	15	0.594482466	0.2604	29
03313K000	7	0.593863132	0.0442	97
08457K000	2	0.593591688	0.0359	76
10557KC00	99	0.593342051	0.617	15
05473K000	5	0.592965368	0.7257	182
33837K100	7	0.592884339	7.5126	98
06492K000	5	0.592857143	0.0843	113
10527KC00	3	0.592442812	0.2496	52
05641KB00	5	0.592432707	7.5753	12
08978K000	3	0.592156294	0.9907	46
10579KE00	14	0.592072042	4.7192	34
10557KC00	98	0.591958845	0.6175	15
09537KB10	44	0.591310575	0.0038	11
19436KB00	45	0.591224297	0.0167	6
01205K200	1	0.590943169	0.0056	392
34205K000	3	0.590628307	0.0	259
10557KC00	97	0.590561212	0.6157	15
06425K000	1	0.589908971	7.5086	310
10557KB00	41	0.589855399	0.4087	2
01707K000	10	0.589299005	0.0348	128
10557KC00	96	0.589188836	0.6082	15
52410K000	3	0.588541667	0.0	644
72407K000	3	0.588541667	0.0	64
45503KB00	14	0.588450508	0.9061	8
87312K900	7	0.588124307	0.0504	4291
05413K000	4	0.587893538	1.4642	53
10557KC00	95	0.587787843	0.6127	15
43547KA00	13	0.587688357	0.3962	7
55423K000	3	0.587572383	0.024	269
10567KG00	1	0.587321589	7.5302	21
08528KA00	12	0.587276661	0.0	20
44655K000	8	0.587027174	0.0143	522
10527KA00	1	0.586715364	0.2931	20
10579KE00	13	0.58667479	4.5935	34
55508KA00	4	0.586654697	0.0191	21
19436KC00	26	0.586552846	0.1151	3
01285K200	7	0.586471031	0.0326	399
10557KC00	94	0.586418908	0.6079	15
12567KE00	11	0.586113536	0.2552	21
09547KA10	15	0.586047785	0.012	8
27583KA00	2	0.585324675	7.5451	4
31715K000	4	0.58526455	0.0769	214
01655X000	2	0.585252201	0.208	432
10557KC00	93	0.585046357	0.5997	15
10926K000	6	0.585006461	7.565	63
27473K000	5	0.584536958	7.5714	2
10557KB00	40	0.584231279	0.3977	2
09537KB10	43	0.583990176	0.0034	11
10557KC00	92	0.583656086	0.5984	15
10527KC00	2	0.583608965	0.2607	52
63312K000	4	0.582908646	0.0225	262
10337KB00	3	0.582858039	0.3495	4
10557KC00	91	0.582272898	0.5991	15
09513KB00	6	0.582230043	0.3221	48
05631KA00	8	0.58221446	0.1829	25
41737K100	13	0.581326475	5.0E-4	30
10579KE00	12	0.581258344	4.5649	34
19436KB00	44	0.581100257	0.0153	6
10557KC00	90	0.580903672	0.5913	15
43027KA00	5	0.580067064	7.5093	3
10557KC00	89	0.579509987	0.5932	15
10557KB00	39	0.579154397	0.3886	2
40510KE00	13	0.579115358	0.9304	4
10557KA00	14	0.578268472	0.2448	29
10557KC00	88	0.578123335	0.5946	15
55743K000	3	0.577979482	0.006	160
01302K000	7	0.577906407	0.0203	176
08457K000	1	0.577422145	0.0364	76
27773K000	14	0.577288271	7.5328	2
10557KC00	87	0.576736726	0.5877	15
05641KB00	4	0.576701371	7.567	12
08567KA00	2	0.576649118	0.1953	6
77250K100	2	0.576322534	0.0	737
19436KA00	19	0.576268407	0.092	2
09537KB10	42	0.57620023	0.002	11
45503KB00	13	0.576147735	0.8658	8
33837K100	6	0.575994361	7.509	98
10579KE00	11	0.575858423	4.3914	34
34215K000	5	0.575507904	0.0101	193
10557KC00	86	0.575370619	0.5846	15
55508KA00	3	0.574962503	0.0199	21
08988K000	2	0.57441462	0.0293	166
08429K000	5	0.574271176	0.018	13
05330K310	10	0.57425084	0.0759	150
10527KC00	1	0.574196982	0.2472	52
10557KC00	85	0.573977161	0.5841	15
19436KC00	25	0.573961218	0.1026	3
10579KA00	1	0.573852618	7.5183	19
63472K000	3	0.573826531	0.0	9
40840K000	8	0.573684211	7.6446	107
10557KB00	38	0.573622332	0.3799	2
12567KE00	10	0.573318593	0.2535	21
19436KB00	43	0.572830946	0.0119	6
10557KC00	84	0.572580505	0.5799	15
55733K000	1	0.571947873	7.509	201
77202K900	13	0.571777822	0.0082	4345
45413K000	4	0.571413924	0.3911	20
10557KC00	83	0.571194042	0.5744	15
08528KA00	11	0.570620846	0.0	20
10579KE00	10	0.570406847	4.3443	34
03433K000	6	0.570175883	7.5087	100
03817K000	3	0.569943352	0.004	18
55508KA00	2	0.569932213	0.0196	21
10557KC00	82	0.569814242	0.5706	15
12567KK00	1	0.569761218	0.0065	20
05611KF00	2	0.569567919	0.1252	7
11432K000	2	0.568865945	0.1148	130
10557KC00	81	0.568437713	0.5731	15
10557KB00	37	0.567955616	0.3677	2
09537KB10	41	0.567548124	0.0016	11
03323K000	4	0.567522597	8.0E-4	71
10447K000	8	0.567371167	0.2679	101
10557KC00	80	0.567054545	0.5712	15
43057KC00	4	0.566666667	7.6188	15
72007K000	7	0.566422825	4.0E-4	83
09513KB00	5	0.566285127	0.2882	48
45503KB00	12	0.565955874	0.8151	8
05413K000	3	0.565946629	1.378	53
06475K100	3	0.565805244	0.0213	357
12567KE00	9	0.565749096	0.2513	21
10557KC00	79	0.565710943	0.5709	15
10579KE00	9	0.564948744	4.2001	34
10557KC00	78	0.564297977	0.563	15
31815K000	7	0.563793486	4.0E-4	508
08978K000	2	0.563463111	0.8663	46
44635K000	13	0.563388511	0.0179	534
55663K100	2	0.563338718	0.3483	286
08485K000	1	0.563032503	0.2114	72
10557KC00	77	0.56292777	0.5617	15
63365K100	3	0.56287543	0.0298	677
08480K000	3	0.562870714	0.1592	70
43547KA00	12	0.562832492	0.3695	7
03313K000	6	0.562576019	0.0307	97
10557KB00	36	0.562567837	0.3639	2
10557KA00	13	0.562357023	0.2228	29
19436KB00	42	0.562139137	0.0105	6
09547KA10	14	0.562131652	0.0083	8
10557KC00	76	0.561512254	0.5585	15
31825K000	3	0.561320887	0.0056	558
05641KB00	3	0.560970036	7.5586	12
19436KA00	18	0.560638898	0.0806	2
05473K000	4	0.560227273	0.649	182
10557KC00	75	0.560132323	0.5599	15
19436KC00	24	0.560088127	0.0892	3
55508KA00	1	0.560008797	0.0188	21
09513KA00	1	0.559633248	0.0965	22
10579KE00	8	0.559542704	4.2123	34
10557KC00	74	0.55876189	0.5533	15
09537KB10	40	0.558599759	0.0017	11
05653K000	1	0.558333333	7.5879	35
27773K000	13	0.557976381	7.5251	2
90376K000	7	0.557965686	0.1451	12
08988K000	1	0.55753038	0.0211	166
63702K000	2	0.5575	0.058	354
10557KC00	73	0.557353511	0.5538	15
55883K000	6	0.556992057	0.0208	31
10557KB00	35	0.55690289	0.353	2
63365K000	3	0.556597414	0.0713	680
33812K100	1	0.556221591	7.5082	221
19886K000	1	0.556148289	0.0258	36
10557KC00	72	0.555995477	0.5502	15
33837K100	5	0.555708157	7.5089	98
05633K000	1	0.555612245	7.5879	40
06600K000	2	0.555002205	0.0	53
12567KE00	8	0.554898436	0.2265	21
45503KB00	11	0.554805803	0.7745	8
10557KC00	71	0.5546154	0.5477	15
09537KB10	39	0.554552611	0.0014	11
05402K000	3	0.554541136	0.0328	126
10579KE00	7	0.554055982	4.0418	34
10557KC00	70	0.553105838	0.5435	15
01225K300	6	0.553047031	0.0103	600
02813K000	3	0.552752941	0.3752	41
33725K200	4	0.552010582	0.0649	311
40510KE00	12	0.551689078	0.8451	4
10557KC00	69	0.551587161	0.5443	15
08528KA00	10	0.551527414	0.0	20
44602K000	6	0.551412521	0.0085	113
10557KB00	34	0.551093601	0.346	2
12567KA00	1	0.550970786	0.0071	16
19436KB00	41	0.550631742	0.0087	6
10557KC00	68	0.550096158	0.5439	15
55559KA00	5	0.549164755	0.2166	21
10557KC00	67	0.548602018	0.5398	15
10579KE00	6	0.548594189	3.9856	34
19436KC00	23	0.547624758	0.0769	3
10557KC00	66	0.547083541	0.5356	15
09537KB10	38	0.547019414	0.0011	11
09513KB00	4	0.546919744	0.2879	48
05330K310	9	0.546742806	0.057	150
55889KC00	5	0.546151944	0.0076	2
01285K300	9	0.545975721	0.0082	495
10557KA00	12	0.545664553	0.1982	29
10557KC00	65	0.545595328	0.5343	15
05641KB00	2	0.5452387	7.5502	12
10557KB00	33	0.544712033	0.3387	2
12567KE00	7	0.544397975	0.2163	21
10557KC00	64	0.544091982	0.5298	15
05663K000	6	0.544055451	7.5097	31
45503KB00	10	0.543688081	0.7677	8
31812K000	3	0.542961756	0.0074	188
05350K400	7	0.542681968	0.2018	144
10579KE00	5	0.542626581	3.912	34
10557KC00	63	0.542582684	0.53	15
06465K100	5	0.542222927	0.0208	319
19436KA00	17	0.541200463	0.0691	2
33712K200	3	0.541027	0.0185	113
77202K900	12	0.541000994	0.006	4345
10557KC00	62	0.540950415	0.5253	15
01707K000	9	0.540945396	0.0211	128
55743K000	2	0.540435985	0.0042	160
19436KB00	40	0.539848505	0.0052	6
09537KB10	37	0.539512798	9.0E-4	11
10557KC00	61	0.539359443	0.5221	15
05413K000	2	0.53884491	1.3116	53
27773K000	12	0.538495946	7.5175	2
45413K000	3	0.538350724	0.3845	20
40840K000	7	0.538157895	7.6296	107
10557KB00	32	0.537739203	0.3297	2
10557KC00	60	0.537706577	0.5246	15
12567KB00	1	0.537587309	0.0045	9
20518KC00	1	0.537351641	7.5453	2
44693K000	6	0.537268519	0.0	91
05631KA00	7	0.536714777	0.1227	25
10579KE00	4	0.536276723	3.7968	34
43027KB00	4	0.53625	7.5097	15
43027KC00	4	0.53625	7.5097	15
09547KA10	13	0.536224181	0.0062	8
08429K000	4	0.536180229	0.014	13
10557KC00	59	0.53610643	0.5236	15
55653K110	10	0.536036761	0.3551	157
33837K100	4	0.535421953	7.5088	98
08978K000	1	0.535177597	0.8275	46
03313K000	5	0.534860291	0.0253	97
10926K000	5	0.53473882	7.5371	63
19436KC00	22	0.534629857	0.0682	3
10557KC00	58	0.534462668	0.5236	15
43547KA00	11	0.534403708	0.3135	7
12567KE00	6	0.53409326	0.2074	21
10557KC00	57	0.532721996	0.5163	15
01285K200	6	0.532632992	0.0182	399
41737K100	12	0.532037537	2.0E-4	30
55643K200	3	0.531946223	0.2844	161
06333K000	5	0.531837316	0.0088	196
10557KB00	31	0.531260707	0.3174	2
45503KB00	9	0.531234536	0.7178	8
10557KC00	56	0.530992703	0.5151	15
09537KB10	36	0.530097169	8.0E-4	11
